No. Beds,No. Baths,Area,Type_n,Region_n,Sub-region_n,Price
3.0,2.0,1100.0,0,61,246,6200000
3.0,4.0,1860.0,0,11,48,17000000
3.0,3.0,2578.0,0,8,322,45000000
3.0,3.0,1250.0,0,43,73,4800000
3.0,3.0,2370.0,0,66,371,21000000
3.0,3.0,1080.0,0,20,403,5400000
3.0,3.0,1250.0,0,1,50,7950000
2.0,2.0,600.0,0,40,331,2700000
3.0,3.0,1400.0,0,52,105,6700000
3.0,3.0,1400.0,0,40,450,8400000
3.0,3.0,1550.0,0,11,56,10500000
3.0,3.0,1809.0,0,66,370,18500000
2.0,1.0,320.0,0,7,201,1200000
2.0,2.0,900.0,0,55,271,5650000
3.0,3.0,1158.0,0,38,445,7200000
2.0,1.0,500.0,0,7,135,1500000
3.0,3.0,1350.0,0,40,278,8500000
3.0,3.0,1575.0,0,11,55,12500000
3.0,3.0,1021.0,0,43,259,5355000
2.0,2.0,850.0,0,15,440,3825000
2.0,2.0,1070.0,0,38,203,5000000
3.0,3.0,1300.0,0,20,394,9000000
3.0,3.0,1400.0,0,61,172,8400000
3.0,2.0,1150.0,0,22,95,5000000
3.0,4.0,2240.0,0,66,368,16000000
2.0,2.0,950.0,0,0,77,5200000
3.0,2.0,1000.0,0,43,259,5600000
2.0,2.0,970.0,0,13,113,4000000
3.0,3.0,1800.0,3,13,377,9600000
3.0,3.0,1336.0,0,3,432,7500000
2.0,2.0,970.0,0,59,320,5335000
3.0,3.0,1220.0,0,52,429,6000000
3.0,3.0,1265.0,0,43,65,5900000
3.0,3.0,1400.0,0,13,19,9100000
3.0,3.0,1172.0,0,20,394,5860000
3.0,2.0,1100.0,0,14,215,5000000
2.0,2.0,600.0,0,13,113,3600000
3.0,3.0,1350.0,0,20,152,8100000
3.0,4.0,2000.0,0,66,350,14000000
4.0,3.0,2365.0,0,66,372,23000000
3.0,3.0,5096.0,3,11,61,37500000
2.0,2.0,665.0,0,40,101,3000000
3.0,3.0,1550.0,0,11,57,11500000
3.0,2.0,1100.0,0,13,113,4600000
2.0,2.0,970.0,0,60,96,3500000
3.0,2.0,1150.0,0,53,35,4300000
3.0,3.0,1388.0,0,43,73,5800000
3.0,2.0,1000.0,0,40,224,4000000
3.0,3.0,1348.0,0,43,37,8588000
3.0,3.0,1380.0,0,13,19,8780000
2.0,2.0,650.0,0,40,85,3500000
3.0,3.0,1550.0,0,2,438,8000000
2.0,2.0,950.0,0,6,50,6400000
3.0,3.0,1350.0,0,3,7,5400000
3.0,3.0,3030.0,0,15,304,50574000
3.0,3.0,900.0,0,13,19,4500000
3.0,3.0,1405.0,0,3,432,6322500
3.0,4.0,1842.0,0,15,330,25788000
3.0,3.0,1500.0,0,66,350,12750000
3.0,3.0,1550.0,0,66,354,9700000
3.0,3.0,1630.0,0,3,219,6500000
3.0,3.0,1272.0,0,10,155,5469600
3.0,3.0,1450.0,0,40,447,7000000
3.0,2.0,1120.0,0,10,197,5040000
3.0,3.0,1345.0,0,40,85,7500000
2.0,2.0,930.0,0,66,352,6000000
3.0,3.0,1425.0,0,40,450,8537500
3.0,3.0,1060.0,0,40,163,4200000
3.0,3.0,1100.0,0,43,73,4400000
1.0,1.0,450.0,0,40,343,2000000
3.0,3.0,1250.0,0,12,214,8500000
3.0,2.0,1450.0,0,6,53,7500000
3.0,4.0,1520.0,0,66,350,10000000
3.0,3.0,1100.0,0,40,163,6000000
3.0,3.0,2075.0,0,11,55,13000000
3.0,3.0,1450.0,0,20,297,8700000
4.0,4.0,2100.0,0,40,226,18000000
3.0,4.0,2000.0,0,50,378,11000000
3.0,3.0,1125.0,0,66,350,7000000
3.0,2.0,997.0,0,22,188,4250000
3.0,3.0,1255.0,0,3,181,6247500
2.0,2.0,750.0,0,20,235,3750000
3.0,3.0,1450.0,0,11,48,10000000
2.0,2.0,850.0,0,63,170,4285000
3.0,3.0,1287.0,0,63,425,8500000
3.0,3.0,1350.0,0,13,19,8025000
3.0,3.0,1106.0,0,43,65,3981600
2.0,2.0,800.0,0,12,213,3600000
3.0,3.0,1550.0,0,11,55,12400000
3.0,3.0,1650.0,0,17,256,13500000
3.0,3.0,1360.0,0,26,127,9000000
3.0,4.0,2016.0,0,63,142,25000000
2.0,2.0,800.0,0,40,340,3000000
3.0,2.0,1030.0,0,3,221,5150000
2.0,2.0,951.0,0,43,230,6000000
3.0,3.0,1050.0,0,40,163,4200000
2.0,2.0,820.0,0,61,426,5740000
2.0,2.0,900.0,0,20,297,4050000
3.0,3.0,1080.0,0,40,224,4320000
4.0,4.0,2003.0,0,6,55,11616500
3.0,3.0,1250.0,0,15,440,7500000
3.0,3.0,1500.0,0,66,352,9600000
2.0,2.0,900.0,0,55,271,5650000
3.0,3.0,1250.0,0,13,113,6200000
3.0,3.0,1300.0,0,40,224,7000000
2.0,2.0,650.0,0,40,223,2500000
3.0,3.0,1768.0,0,15,310,22000000
3.0,2.0,1100.0,0,13,113,4600000
3.0,2.0,940.0,0,15,76,6800000
3.0,2.0,1120.0,0,3,434,4600000
2.0,2.0,850.0,0,63,170,4285000
3.0,4.0,1550.0,0,11,54,11000000
2.0,2.0,1150.0,0,40,284,5000000
3.0,4.0,1350.0,0,19,254,8000000
3.0,3.0,1500.0,0,12,209,5000000
2.0,2.0,850.0,0,3,80,4250000
3.0,3.0,1600.0,0,66,351,9600000
3.0,3.0,980.0,0,43,87,4224000
3.0,3.0,1200.0,0,3,272,6160000
3.0,3.0,1500.0,0,40,450,8950000
3.0,3.0,2160.0,3,66,354,25000000
3.0,4.0,1880.0,0,11,57,12220000
3.0,3.0,1750.0,0,40,223,8500000
2.0,2.0,900.0,0,43,230,4750000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1270.0,0,9,320,12200000
3.0,4.0,1880.0,0,11,57,12220000
3.0,3.0,1110.0,0,15,394,6438008
3.0,3.0,1545.0,0,13,19,6700000
3.0,3.0,1220.0,0,14,215,5000000
3.0,3.0,1350.0,0,11,55,10105000
2.0,2.0,750.0,0,43,259,3600000
2.0,2.0,750.0,0,0,399,3500000
3.0,3.0,1398.0,0,40,346,5500000
3.0,4.0,1406.0,0,66,350,9300000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,1186.0,0,53,82,3558000
3.0,3.0,1250.0,0,31,75,11200000
2.0,2.0,700.0,0,14,336,2100000
3.0,3.0,1350.0,0,3,7,5400000
3.0,2.0,1100.0,0,60,96,3300000
3.0,3.0,1388.0,0,43,73,5800000
3.0,3.0,1451.0,0,20,394,7255000
3.0,3.0,1465.0,0,11,57,9000000
3.0,3.0,1213.0,0,66,370,6500000
4.0,4.0,1950.0,0,6,55,11300000
3.0,4.0,1646.0,0,36,53,13000000
3.0,3.0,1315.0,0,12,29,7500000
3.0,2.0,1100.0,0,14,215,5000000
2.0,3.0,1500.0,0,66,352,7000000
3.0,3.0,7280.0,3,11,61,45000000
3.0,3.0,1315.0,0,40,450,7932500
3.0,3.0,1473.0,0,0,260,8543400
3.0,3.0,1100.0,0,10,38,6650000
2.0,2.0,1150.0,0,20,420,6900000
2.0,2.0,800.0,0,20,297,5000000
3.0,3.0,1250.0,0,40,163,6250000
3.0,4.0,1750.0,0,15,298,28000000
2.0,2.0,900.0,0,37,128,5800000
3.0,4.0,1900.0,0,11,55,13500000
3.0,2.0,1250.0,0,61,172,7500000
2.0,2.0,850.0,0,13,119,3315000
3.0,3.0,1100.0,0,40,85,5500000
3.0,4.0,2100.0,0,6,55,16500000
2.0,2.0,1053.0,0,0,148,7300000
3.0,3.0,1200.0,0,3,432,4800000
2.0,2.0,825.0,0,43,65,2800000
2.0,2.0,1019.0,0,10,100,4585500
2.0,2.0,735.0,0,3,432,4189500
3.0,2.0,1200.0,0,61,117,5868000
2.0,2.0,850.0,0,63,170,4285000
3.0,2.0,975.0,0,6,406,4800000
2.0,2.0,900.0,0,55,271,5650000
3.0,3.0,1300.0,0,60,441,5400000
3.0,3.0,1140.0,0,10,100,5000000
3.0,3.0,1260.0,0,3,432,4158000
3.0,3.0,1100.0,0,64,90,3800000
3.0,4.0,1500.0,0,11,54,14000000
3.0,3.0,1425.0,0,59,313,8000000
3.0,3.0,1500.0,0,15,440,9450000
2.0,1.0,700.0,0,22,47,3500000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1250.0,0,12,209,6250000
3.0,3.0,1011.0,0,43,384,13588000
3.0,2.0,1089.0,0,45,208,5445000
3.0,3.0,1200.0,0,15,394,6960000
4.0,4.0,2000.0,0,40,341,12000000
3.0,2.0,950.0,0,6,58,3600000
4.0,4.0,1750.0,0,43,231,9300000
2.0,2.0,880.0,0,40,450,4000000
3.0,3.0,1566.0,0,47,323,14000000
4.0,3.0,1910.0,0,43,73,9500000
3.0,2.0,1250.0,0,43,230,7500000
3.0,3.0,2880.0,3,22,95,35000000
3.0,3.0,1388.0,0,15,398,13880000
3.0,3.0,1400.0,0,66,352,11000000
3.0,3.0,1475.0,0,11,48,12000000
3.0,4.0,1860.0,0,11,49,15000000
3.0,3.0,1200.0,0,3,221,5400000
3.0,2.0,1004.0,0,1,54,6200000
3.0,3.0,1300.0,0,29,279,11100000
3.0,3.0,1340.0,0,40,84,6000000
2.0,2.0,865.0,0,10,407,4000000
2.0,2.0,950.0,0,40,450,4500000
3.0,4.0,1260.0,0,11,57,11000000
3.0,2.0,1220.0,0,40,450,5000000
3.0,3.0,1800.0,3,1,54,16300000
3.0,3.0,1650.0,0,11,57,12500000
3.0,4.0,1470.0,0,40,278,8500000
3.0,2.0,1100.0,0,40,223,4950000
3.0,3.0,1500.0,0,40,224,6750000
3.0,4.0,1300.0,0,11,57,9100000
3.0,3.0,1398.0,0,3,432,7900000
4.0,4.0,1300.0,0,40,343,5800000
3.0,3.0,1550.0,0,40,346,11500000
3.0,3.0,1200.0,0,15,394,7900000
3.0,3.0,1441.0,0,43,126,5764000
3.0,3.0,5096.0,3,51,357,78000000
3.0,2.0,966.0,0,53,82,2704800
2.0,2.0,900.0,0,29,79,5300000
3.0,3.0,1250.0,0,21,267,5250000
3.0,3.0,1265.0,0,43,259,5200000
3.0,3.0,1200.0,0,29,79,10000000
2.0,2.0,700.0,0,3,432,3000000
3.0,3.0,1554.0,0,40,278,11500000
2.0,2.0,700.0,0,20,152,4200000
3.0,3.0,950.0,0,38,203,4750000
3.0,3.0,1100.0,0,43,73,4400000
3.0,3.0,2184.0,3,51,358,14000000
3.0,3.0,1230.0,0,44,16,9225000
4.0,3.0,1700.0,0,66,350,9200000
3.0,2.0,1050.0,0,40,341,5250000
2.0,2.0,750.0,0,43,427,4000000
3.0,3.0,1300.0,0,40,444,6100000
3.0,3.0,1300.0,0,37,251,7800000
3.0,3.0,965.0,0,12,209,4342500
3.0,3.0,1050.0,0,43,87,3800000
3.0,4.0,2675.0,0,4,311,39000000
3.0,3.0,1643.0,0,11,50,12993900
3.0,3.0,1385.0,0,13,19,8310000
3.0,2.0,1250.0,0,6,54,5500000
3.0,4.0,2100.0,0,11,52,17850000
2.0,3.0,1050.0,0,26,94,5000000
3.0,3.0,1497.0,0,11,50,12300000
3.0,4.0,1380.0,0,66,350,7500000
3.0,2.0,1320.0,0,13,380,5500000
4.0,4.0,2377.0,0,6,55,17510000
2.0,2.0,720.0,0,60,96,2800000
3.0,3.0,1370.0,0,12,213,6165000
16.0,10.0,5400.0,1,60,154,22000000
3.0,3.0,1720.0,0,66,357,13400000
3.0,2.0,1280.0,0,40,103,5000000
3.0,3.0,1370.0,0,6,52,6765000
3.0,3.0,1490.0,0,11,55,10000000
3.0,3.0,1250.0,0,1,50,7950000
4.0,5.0,2929.0,0,11,52,20000000
3.0,3.0,1560.0,0,64,296,5500000
3.0,3.0,1450.0,0,20,418,7250000
3.0,4.0,1850.0,0,66,370,13875000
3.0,3.0,1100.0,0,10,38,6650000
3.0,3.0,1188.0,0,0,31,6700000
3.0,3.0,1695.0,0,66,354,17500000
4.0,5.0,2380.0,0,11,53,18000000
3.0,3.0,1130.0,0,43,171,7500000
2.0,2.0,720.0,0,60,96,2800000
3.0,3.0,1368.0,0,15,440,10670400
2.0,2.0,750.0,0,43,259,3600000
3.0,3.0,1350.0,0,3,432,4455000
3.0,3.0,1200.0,0,43,259,6200000
3.0,3.0,1100.0,0,20,403,5500000
3.0,3.0,1825.0,0,18,130,25000000
3.0,4.0,1884.0,0,11,52,18840000
3.0,3.0,1350.0,0,40,103,7000000
3.0,3.0,1330.0,0,13,19,6375000
3.0,3.0,1500.0,0,43,87,5250000
3.0,2.0,1330.0,0,32,191,6000000
3.0,3.0,3640.0,3,11,63,9000000
3.0,3.0,1290.0,0,10,100,7308000
3.0,3.0,1500.0,0,15,440,9450000
3.0,3.0,1100.0,0,13,113,4500000
3.0,3.0,1345.0,0,40,85,7500000
3.0,3.0,1050.0,0,10,38,6375000
4.0,4.0,2400.0,0,11,48,19200000
3.0,3.0,1200.0,0,6,51,7200000
3.0,2.0,1225.0,0,10,100,5635000
1.0,1.0,650.0,0,37,251,3800000
3.0,3.0,1376.0,0,66,350,10500000
4.0,3.0,2331.0,0,11,54,16500000
3.0,3.0,1220.0,0,66,350,7500000
3.0,2.0,1155.0,0,52,449,5197500
3.0,2.0,1150.0,0,40,341,6325000
3.0,3.0,1140.0,0,40,277,4800000
3.0,3.0,1242.0,0,40,278,6500000
3.0,3.0,1240.0,0,6,51,6875000
3.0,3.0,1287.0,0,37,66,11310800
3.0,3.0,1420.0,0,40,450,7000000
3.0,3.0,3244.0,0,8,97,37000000
3.0,3.0,1400.0,0,10,222,9200000
2.0,1.0,650.0,0,40,163,2500000
2.0,2.0,800.0,0,26,190,9000000
3.0,3.0,1450.0,0,43,73,6100000
2.0,2.0,850.0,0,53,35,2975000
3.0,3.0,1210.0,2,34,288,9000000
2.0,2.0,750.0,0,44,124,4300000
3.0,2.0,1100.0,0,13,113,4600000
3.0,3.0,1250.0,0,10,38,8725000
3.0,3.0,1554.0,0,40,278,11500000
3.0,3.0,1000.0,0,3,432,4000000
3.0,2.0,990.0,0,60,96,4455000
3.0,3.0,1250.0,0,43,27,9250000
2.0,2.0,750.0,0,43,259,3600000
3.0,2.0,1100.0,0,13,113,4600000
3.0,3.0,1298.0,0,40,163,5970000
2.0,3.0,1000.0,0,66,351,9000000
2.0,2.0,800.0,0,41,83,4400000
3.0,2.0,1120.0,0,40,223,4000000
3.0,3.0,1241.0,0,6,55,7325500
3.0,2.0,1050.0,0,43,73,3700000
3.0,3.0,1451.0,0,20,394,7255000
2.0,2.0,800.0,0,17,145,4800000
4.0,4.0,2100.0,0,11,48,14000000
3.0,3.0,1480.0,0,38,386,6660000
2.0,2.0,760.0,0,61,426,3800000
3.0,3.0,1170.0,0,3,432,5265000
3.0,3.0,1340.0,0,31,217,4500000
3.0,4.0,1885.0,0,17,255,20700000
3.0,3.0,1350.0,0,43,65,6575000
3.0,3.0,1250.0,0,1,50,7950000
3.0,3.0,1315.0,0,40,450,7932500
3.0,3.0,6120.0,3,30,411,5700000
3.0,3.0,1175.0,0,63,425,7400000
3.0,3.0,1350.0,0,13,19,7020000
3.0,3.0,1110.0,0,15,394,6438000
3.0,2.0,1125.0,0,6,53,5500000
3.0,3.0,5096.0,3,51,358,45000000
3.0,2.0,1000.0,0,52,449,6500000
3.0,3.0,1145.0,0,40,340,4600000
2.0,2.0,628.0,0,61,385,3600000
3.0,3.0,1200.0,0,3,432,6050000
4.0,3.0,1700.0,0,43,73,6450000
3.0,3.0,1798.0,0,36,48,20677000
2.0,3.0,1000.0,0,66,351,9000000
3.0,3.0,1350.0,0,15,321,9700000
3.0,3.0,1450.0,0,11,49,9200000
3.0,3.0,1050.0,0,40,163,4200000
3.0,2.0,700.0,0,35,177,4000000
3.0,3.0,1320.0,0,40,347,7000000
3.0,3.0,1300.0,0,13,19,6760000
3.0,4.0,2440.0,0,11,48,16500000
4.0,4.0,1450.0,0,21,265,6500000
3.0,3.0,1300.0,0,1,49,8060000
2.0,2.0,1019.0,0,10,100,4585500
3.0,2.0,1100.0,0,60,96,3300000
3.0,3.0,1300.0,0,0,31,8190000
3.0,3.0,950.0,0,3,383,4750000
3.0,3.0,1250.0,0,0,77,7000000
4.0,4.0,2700.0,0,66,353,25000000
3.0,3.0,1300.0,0,1,50,9000000
3.0,3.0,1050.0,0,12,213,4200000
3.0,3.0,1550.0,0,40,346,11500000
3.0,4.0,1750.0,0,66,350,9000000
2.0,2.0,950.0,0,66,352,4800000
3.0,3.0,1160.0,0,40,340,6880000
3.0,3.0,960.0,0,10,100,6172000
3.0,3.0,1235.0,0,24,243,5928000
3.0,3.0,1700.0,0,58,275,11050000
3.0,2.0,1050.0,0,43,87,4700000
3.0,4.0,2228.0,0,4,318,28100000
2.0,2.0,650.0,0,35,14,3550000
4.0,4.0,2130.0,0,15,318,33000000
3.0,3.0,1220.0,0,40,342,7500000
3.0,3.0,1300.0,0,40,344,6500000
3.0,3.0,1213.0,0,40,163,6300000
3.0,3.0,1916.0,0,8,58,15000000
3.0,3.0,1650.0,0,17,256,13200000
3.0,3.0,1450.0,0,50,286,12000000
2.0,2.0,990.0,0,66,352,6000000
4.0,4.0,2191.0,0,66,370,18000000
3.0,3.0,1350.0,0,11,55,11000000
3.0,3.0,1450.0,0,66,369,12000000
3.0,3.0,1255.0,0,31,75,11000000
3.0,3.0,1350.0,0,43,65,6575000
4.0,2.0,900.0,0,45,207,3200000
3.0,3.0,1125.0,0,66,350,7000000
3.0,3.0,1300.0,0,40,278,7900000
3.0,4.0,1730.0,0,11,54,12000000
3.0,3.0,1000.0,0,40,224,4500000
3.0,3.0,1485.0,0,40,85,8167000
3.0,3.0,1220.0,0,40,450,4800000
2.0,2.0,700.0,0,63,425,3800000
2.0,2.0,600.0,0,13,113,2600000
3.0,3.0,1350.0,0,0,211,7425000
3.0,3.0,1550.0,0,25,410,8500000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,3640.0,3,51,361,31000000
3.0,2.0,1150.0,0,40,163,5750000
3.0,3.0,1800.0,1,21,267,5000000
3.0,3.0,1500.0,0,66,350,9000000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1566.0,0,43,73,5781000
3.0,2.0,1050.0,0,66,352,5500000
3.0,4.0,2000.0,0,11,48,17000000
4.0,4.0,1876.0,0,6,52,11480800
2.0,2.0,650.0,0,40,342,1800000
2.0,2.0,720.0,0,60,96,2800000
3.0,3.0,1300.0,0,63,142,7000000
3.0,3.0,1300.0,0,40,236,7000000
3.0,4.0,1450.0,0,40,278,7000000
4.0,5.0,4427.0,0,11,50,40343000
3.0,3.0,1150.0,0,31,125,6020000
3.0,3.0,1400.0,0,66,368,12000000
3.0,3.0,1336.0,0,63,170,8016000
2.0,2.0,730.0,0,41,83,4600000
3.0,2.0,1025.0,0,1,49,6200000
3.0,3.0,1180.0,0,40,450,6500000
3.0,3.0,3640.0,3,11,48,55000000
3.0,3.0,2050.0,0,17,256,22550000
3.0,2.0,1200.0,0,40,346,5500000
2.0,2.0,650.0,0,36,53,5500000
2.0,2.0,952.0,0,53,20,2656080
3.0,3.0,1350.0,0,40,278,6500000
3.0,2.0,1150.0,0,40,11,4830000
4.0,3.0,3129.0,0,19,442,25000000
3.0,3.0,1550.0,0,47,54,14200000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,1275.0,0,20,152,8670000
3.0,3.0,2000.0,0,11,56,13000000
2.0,2.0,1150.0,0,13,261,4600000
3.0,4.0,1350.0,0,38,204,8100000
3.0,3.0,1200.0,0,43,65,6100000
4.0,4.0,2000.0,0,30,411,8000000
2.0,3.0,1245.0,0,61,117,9900000
3.0,2.0,1125.0,0,40,226,7500000
3.0,3.0,1300.0,0,40,343,7500000
3.0,3.0,1200.0,0,0,399,6250000
3.0,3.0,1300.0,0,10,100,6350000
3.0,4.0,1900.0,0,15,151,15000000
3.0,3.0,1425.0,0,59,313,8000000
3.0,3.0,3096.0,0,15,304,51616800
3.0,2.0,1098.0,0,43,126,4000000
3.0,3.0,1180.0,0,3,432,4130000
3.0,3.0,1280.0,0,13,19,7640000
3.0,3.0,1639.0,0,36,48,18848500
4.0,4.0,1550.0,0,21,265,7000000
3.0,3.0,1100.0,0,18,130,11600000
3.0,3.0,1450.0,0,20,297,8700000
3.0,2.0,1150.0,0,40,341,6000000
3.0,4.0,1700.0,0,36,50,24500000
3.0,4.0,1554.0,0,40,278,10000000
3.0,3.0,1350.0,0,66,350,9345000
3.0,3.0,3600.0,3,51,372,31000000
4.0,4.0,2000.0,0,6,48,13000000
3.0,3.0,1350.0,0,11,52,8000000
2.0,2.0,950.0,0,40,340,5725000
2.0,2.0,980.0,0,2,189,4704000
3.0,3.0,1250.0,0,40,163,6250000
3.0,4.0,1700.0,0,64,42,8600000
3.0,3.0,1485.0,0,40,85,8167000
3.0,3.0,1570.0,0,11,50,11500000
3.0,2.0,1005.0,0,17,256,7500000
2.0,1.0,700.0,0,3,432,3500000
3.0,4.0,1997.0,0,66,369,19500000
4.0,4.0,1620.0,0,56,283,15000000
2.0,2.0,700.0,0,40,343,3000000
3.0,3.0,1456.0,3,53,294,3000000
4.0,4.0,2000.0,0,43,73,8500000
3.0,4.0,1643.0,0,11,50,12322500
3.0,3.0,1266.0,0,40,278,7500000
2.0,2.0,980.0,0,40,345,5880000
3.0,3.0,1500.0,0,15,440,9450000
2.0,2.0,950.0,0,40,450,4500000
3.0,4.0,1650.0,0,43,276,9000000
3.0,3.0,1274.0,0,45,437,6500000
4.0,4.0,1876.0,0,6,52,11480800
2.0,2.0,950.0,0,0,211,5500000
3.0,3.0,1280.0,0,13,19,6656000
2.0,2.0,720.0,0,43,231,4000000
3.0,2.0,850.0,0,40,163,3400000
3.0,2.0,1000.0,0,40,107,4000000
2.0,1.0,650.0,0,40,163,2500000
3.0,3.0,1350.0,0,66,350,9345000
3.0,3.0,1241.0,0,6,55,7325500
3.0,3.0,2669.0,0,4,320,37000000
3.0,2.0,1050.0,0,3,221,5040000
3.0,2.0,1125.0,0,13,113,4775000
2.0,2.0,750.0,0,12,209,3375000
4.0,4.0,1600.0,0,38,203,8500000
3.0,3.0,1260.0,0,40,342,6800000
3.0,3.0,1475.0,0,6,53,10000000
4.0,4.0,1800.0,0,43,65,9000000
3.0,3.0,1280.0,0,13,19,8380000
3.0,3.0,1150.0,0,3,405,5750000
3.0,3.0,1200.0,0,43,65,4650000
2.0,2.0,900.0,0,66,352,4700000
3.0,4.0,1605.0,0,11,54,12000000
3.0,3.0,1450.0,0,66,354,11000000
3.0,4.0,1220.0,0,11,57,12375000
3.0,3.0,1250.0,0,31,75,11000000
3.0,3.0,1300.0,0,40,444,6700000
3.0,2.0,1050.0,0,43,73,3500000
3.0,3.0,1250.0,0,40,341,7375000
2.0,2.0,780.0,0,53,35,2730000
3.0,3.0,1943.0,0,66,350,14583900
3.0,3.0,1620.0,0,66,368,16390000
4.0,5.0,3650.0,0,11,50,33000000
2.0,2.0,930.0,0,43,276,4000000
3.0,3.0,1654.0,0,66,358,9000000
3.0,2.0,1030.0,0,3,221,5150000
3.0,3.0,1336.0,0,63,170,8016000
2.0,2.0,900.0,0,27,179,4950000
2.0,2.0,875.0,0,43,73,3700000
4.0,4.0,2100.0,0,66,350,15750000
1.0,1.0,450.0,0,40,343,2000000
3.0,3.0,1384.0,0,2,438,7800000
3.0,3.0,1125.0,0,66,350,7000000
4.0,5.0,3100.0,0,40,347,22200000
3.0,3.0,1200.0,0,3,221,5400000
3.0,3.0,1000.0,0,11,50,6000000
2.0,2.0,750.0,0,40,348,2800000
3.0,3.0,1224.0,0,35,192,8800000
3.0,4.0,2229.0,0,11,52,17871700
3.0,2.0,1000.0,0,3,432,5700000
3.0,3.0,1250.0,0,10,38,8500000
3.0,3.0,1568.0,0,56,72,11000000
3.0,3.0,1250.0,0,20,152,7000000
3.0,3.0,1420.0,0,11,54,12300000
3.0,3.0,1798.0,0,36,48,20677000
3.0,3.0,1100.0,0,43,259,6200000
2.0,2.0,715.0,0,44,290,5000000
3.0,3.0,2184.0,3,14,185,13000000
3.0,4.0,2407.0,0,66,353,28902600
3.0,3.0,1100.0,0,1,52,7000000
3.0,3.0,1456.0,3,3,405,20000000
3.0,2.0,850.0,0,43,65,4000000
3.0,3.0,1400.0,0,41,83,9000000
3.0,2.0,1116.0,0,45,208,5580000
3.0,3.0,1278.0,0,29,114,8500000
3.0,2.0,800.0,0,43,73,2700000
2.0,2.0,620.0,0,40,340,2500000
3.0,3.0,1150.0,0,40,85,6300000
3.0,3.0,2184.0,3,14,185,19000000
3.0,3.0,1500.0,0,40,284,6700000
3.0,2.0,1260.0,0,31,125,5200000
3.0,3.0,2000.0,0,40,340,11500000
3.0,3.0,1336.0,0,63,170,8016000
3.0,2.0,878.0,0,22,95,3500000
4.0,3.0,1500.0,0,21,237,7500000
3.0,2.0,1100.0,0,35,26,9500000
3.0,3.0,1240.0,0,40,340,7320000
3.0,2.0,1150.0,0,40,278,4000000
3.0,3.0,1400.0,0,43,65,6000000
3.0,3.0,1115.0,0,0,260,6700000
3.0,3.0,2600.0,0,8,304,33000000
3.0,3.0,2184.0,3,1,55,21000000
3.0,3.0,1541.0,0,31,75,10500000
4.0,4.0,1400.0,0,58,275,9000000
3.0,2.0,1050.0,0,41,338,9000000
3.0,4.0,2200.0,0,40,226,23000000
3.0,3.0,1424.0,0,10,222,10056000
4.0,4.0,2200.0,0,40,226,19500000
3.0,3.0,1265.0,0,40,103,6825000
2.0,2.0,1025.0,0,12,210,5500000
4.0,4.0,3267.0,0,18,131,40000000
3.0,3.0,1500.0,0,40,450,8950000
2.0,1.0,650.0,0,7,132,4000000
3.0,3.0,1250.0,0,40,278,8200000
3.0,4.0,2787.0,0,15,305,27870000
3.0,4.0,2200.0,0,40,226,23000000
2.0,2.0,750.0,0,30,21,3600000
3.0,3.0,1300.0,0,66,350,12000000
3.0,2.0,875.0,0,61,246,7500000
3.0,3.0,1350.0,0,66,350,14000000
3.0,3.0,1721.0,0,8,58,14784300
2.0,2.0,650.0,0,3,432,2800000
3.0,4.0,2675.0,0,4,311,39000000
2.0,2.0,700.0,0,22,88,3100000
2.0,2.0,700.0,0,22,88,3100000
3.0,3.0,1300.0,0,44,290,12000000
2.0,2.0,650.0,0,40,343,2200000
3.0,2.0,1255.0,0,20,152,9100000
4.0,3.0,1500.0,0,10,155,6300000
3.0,3.0,1750.0,0,66,350,10000000
3.0,3.0,1429.0,0,40,284,7000000
3.0,4.0,1500.0,0,1,52,9200000
18.0,10.0,9000.0,3,11,54,50000000
2.0,1.0,500.0,0,7,34,1200000
2.0,3.0,1100.0,0,3,221,5500000
3.0,3.0,2160.0,3,51,364,15000000
4.0,3.0,1600.0,0,40,331,8500000
3.0,4.0,1654.0,0,66,358,8200000
2.0,2.0,750.0,0,0,399,3500000
3.0,4.0,1300.0,0,63,238,10700000
3.0,3.0,1490.0,0,59,86,8800000
3.0,3.0,1530.0,0,15,440,9639000
3.0,3.0,1250.0,0,11,58,8200000
3.0,3.0,1100.0,0,52,105,6700000
3.0,3.0,1250.0,0,21,234,6200000
3.0,3.0,1691.0,0,26,190,16500000
3.0,3.0,2000.0,0,5,320,29500000
3.0,3.0,1050.0,0,43,259,7200000
3.0,3.0,1200.0,0,12,213,5520000
4.0,3.0,1674.0,0,1,49,10500000
3.0,3.0,1265.0,0,40,341,8000000
3.0,3.0,2720.0,0,18,130,35000000
3.0,3.0,900.0,3,39,102,2600000
3.0,2.0,1050.0,0,6,406,4400000
3.0,3.0,2570.0,0,15,326,42300000
3.0,4.0,2250.0,0,66,368,14625000
3.0,3.0,1250.0,0,15,440,7500000
2.0,2.0,800.0,0,6,406,5000000
3.0,2.0,950.0,0,3,432,3800000
3.0,3.0,1200.0,0,3,432,6050000
